conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,modernizovat firmware,released,skill/competence,cross-sector,zvýšit verzi firmwaru | modernizovat firmware na vyšší verzi | zmodernizovat firmware | upgradovat firmware,"Aktualizovat základní nebo integrovaný software, který je součástí zařízení, síťových prvků a vestavěných systémů.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,konfigurovat počítačové systémy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f6b656a-54d0-48ce-9b55-ebcac5904a14,využívat geoprostorové technologie,released,skill/competence,sector-specific,,"Využívat geoprostorové technologie, které zahrnují GPS (globální polohovací systémy), GIS (geografické informační systémy) a RS (dálkový průzkum) v každodenní práci.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,získávat a analyzovat digitální data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f7fa632-15a6-4739-930b-abbac8055a80,firmware,released,knowledge,cross-sector,,"Firmware je softwarový program s pamětí typu ROM a souborem pokynů, který je trvale zapsán na hardwarovém zařízení. Firmware se běžně používá v elektronických systémech, jako jsou počítače, mobilní telefony a digitální fotoaparáty.",http://data.europa.eu/esco/isced-f/0613,vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fea6307-bdc0-423d-ad63-c61755c14522,provádět bibliografickou práci,released,skill/competence,sector-specific,,Provádět bibliografickou práci; používat počítače nebo tištěné materiály k identifikaci a lokalizaci knih podle požadavků zákazníka.,http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,poskytovat informace veřejnosti a zákazníkům
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8,řídicí systémy,released,knowledge,cross-sector,,"Zařízení nebo soubor zařízení, které ovládají a řídí výkon a chování jiného vybavení a systémů. Patří sem průmyslové řídicí systémy (ICS), které se používají pro průmyslovou výrobu a zpracovatelské odvětví.",http://data.europa.eu/esco/isced-f/0714,elektronika a automatizace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ffc3a4c-b4f3-4082-b030-93799725d01b,nahrát do počítače nesestříhané záznamy,released,skill/competence,sector-specific,,Nahrát nesestříhané záznamy a zvukové záznamy do souborů v počítači.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"řídit, získávat a uchovávat digitální data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,vektory útoku,released,knowledge,sector-specific,,"Metoda nebo cesta, kterou hackeři používají k proniknutí do cílových systémů s cílem získat informace, údaje nebo peníze od soukromých nebo veřejných subjektů.
	",http://data.europa.eu/esco/isced-f/0611,užití počítačů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50597e96-9b6a-4736-ac79-dd80f36c0269,Metasploit,released,knowledge,sector-specific,,"Rámec Metasploit je penetrační testovací nástroj, který testuje bezpečnostní nedostatky systému z hlediska potenciálně nepovoleného přístupu k systémovým informacím. Tento nástroj je založen na koncepci „zneužití“, která předpokládá spuštění kódu na cílovém zařízení a následné využití jeho nedostatků a slabých míst.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,penetrační testovací nástroj | vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258,budovat doporučovací systémy,released,skill/competence,occupation-specific,vytvářet doporučovací systémy | budovat doporučovací systém | tvořit doporučovací systémy,"Vytvářet doporučovací systémy založené na rozsáhlých datových souborech, které používají programovací jazyky nebo počítačové nástroje, s cílem vytvořit podtřídu systému filtrování informací, aby bylo možné předpovídat rating nebo preference uživatele.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programovat počítačové systémy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,internetové řízení,released,knowledge,sector-specific,zásady internetového řízení | internetová správa | normy internetového řízení | 0.0,"Zásady, předpisy, normy a programy, které formují vývoj a používání internetu, jako je správa doménových jmen, registry a elektronické podatelny domén, podle předpisů a doporučení ICANN/IANA, IP adresy a názvy, názvové servery, DNS, domény první úrovně a aspekty IDN a DNSSEC.",http://data.europa.eu/esco/isced-f/0613,vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/509909a2-4a8f-4ead-8ad0-968df63b77cc,techniky marketingu na sociálních sítích,released,knowledge,cross-sector,marketingové metody a strategie pro sociální sítě | marketingové postupy pro sociální sítě | marketingové techniky pro sociální sítě | technika marketingu na sociálních sítích,Marketingové metody a strategie používané k upoutání pozornosti a zvýšení návštěvnosti internetových stránek prostřednictvím sociálních médií.,http://data.europa.eu/esco/isced-f/0414,marketing a propagace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,provádět čištění dat,released,skill/competence,cross-sector,,Zjistit a napravit špatné záznamy ze souborů dat; zajistit strukturalizaci dat podle pokynů.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"řídit, získávat a uchovávat digitální data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5120f979-6450-4132-874a-7f7679c7ca14,obsluhovat CNC děrovací lis na kov,released,skill/competence,cross-sector,,Monitorovat a obsluhovat CNC děrovací lis na kov podle předpisů.,http://data.europa.eu/esco/skill/83bf74c8-6d77-4aac-9a36-f3118a066e51 | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,obsluhovat děrovací lis | používat digitální nástroje k ovládání strojů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,R,released,knowledge,sector-specific,,"Techniky a zásady vývoje softwaru, jako je analýza, algoritmy, kódování, testování a sestavování programovacích paradigmat v jazyce R.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,vývoj a analýza softwaru a aplikací | systémový software pro statistickou analýzu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51927003-a757-4552-804f-c045e21fdaf2,připravovat pomocná audiovizuální zařízení,released,skill/competence,cross-sector,,"Připravovat pomocná audiovizuální zařízení, jako jsou stojany, kabely, mikrofony, monitory a další.",http://data.europa.eu/esco/skill/3233330f-bb93-47ea-93b4-ed903d05d9f1 | http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,nastavit multimediální zařízení | obsluhovat audiovizuální zařízení
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51b18096-85e6-425b-bb15-03a74eeda0dc,identifikovat požadavky trhu pro dokumentaci informačních a komunikačních technologií,released,skill/competence,occupation-specific,,"Provádět výzkum a analyzovat konkrétní požadavky na dokumentaci trhů (například jazyk, platné normy nebo právní požadavky a kulturní podmínky) a odvodit konkrétní specifikace pro vypracování dokumentace informačních a komunikačních technologií.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52739347-5eaa-4c9e-8cde-af7d2ba83320,modelovat elektromagnetické výrobky,released,skill/competence,sector-specific,,Modelovat a simulovat navržené elektromagnety nebo produkty využívající elektromagnetismus pomocí softwaru pro technické navrhování. Posoudit životaschopnost a fyzikální parametry výrobku s cílem zajistit úspěšný výrobní proces.,http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,sestavovat elektrické a elektronické výrobky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5284ecee-93dd-4145-a3c0-584af836c69e,používat elektronické turistické platformy,released,skill/competence,sector-specific,využívat platformy pro reklamu v cestovním ruchu. | navázat kontakt se zákazníky na webových stránkách s recenzemi,"Používat digitální platformy na podporu a sdílení informací a digitálního obsahu o ubytovacích a stravovacích zařízeních nebo službách. Analyzovat a spravovat recenze určené organizaci s cílem zajistit spokojenost zákazníka.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,používat digitální nástroje pro spolupráci a produktivitu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1,zkoušet hardware,released,skill/competence,cross-sector,,"Zkoušet počítačové hardwarové systémy a součásti pomocí vhodné zkušební metody a zařízení, jako je test systému, průběžný test spolehlivosti a test obvodu. Monitorovat a vyhodnotit výkonnost systému a v případě potřeby přijmout opatření.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalovat dřevěné a kovové konstrukční prvky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52c0b1a2-a57f-488b-b09d-19af929412aa,používat funkční neurozobrazování,released,skill/competence,occupation-specific,,Používat neurozobrazovací technologie a metody ke zkoumání funkcí mozku.,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,psát technické nebo vědecké texty
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,released,knowledge,sector-specific,,"Techniky a zásady vývoje softwaru, jako je analýza, algoritmy, kódování, testování a sestavování programovacích paradigmat v jazyce Groovy.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,počítačové programování | vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52e3507b-1cad-409f-9146-3c5e2afe7df9,řídit online komunikaci,released,skill/competence,sector-specific,,"Dohlížet na komunikaci společnosti, subjektu nebo osoby v internetových obchodech. Zajistit, aby informace předávané na internetu byly v souladu s příslušnou strategií a reputací.",http://data.europa.eu/esco/skill/580660a6-5d3a-421d-a54f-d85b706c2b2f | http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512 | http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e | http://data.europa.eu/esco/skill/40001d93-8937-4859-89d5-2dca53290ff4 | http://data.europa.eu/esco/skill/a12057b4-6d11-4a12-ab8e-15a028ef0a6d,používat ke spolupráci internetové nástroje | monitorovat a hodnotit výkon jednotlivců | spolupracovat prostřednictvím digitálních technologií | sdílet prostřednictvím digitálních technologií | interagovat prostřednictvím digitálních technologií
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c,management sociálních médií,released,knowledge,cross-sector,,"Plánování, rozvoj a provádění strategií zaměřených na správu platforem sociálních médií, publikace, nástroje pro správu sociálních médií a na image organizace prezentovanou v sociálních médiích.",http://data.europa.eu/esco/isced-f/0413,management a správa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53141450-2fa9-4890-a64e-7ffd4e1144be,používat elektronický systém pro správu zdravotních záznamů,released,skill/competence,sector-specific,,"Dokázat používat specifický software pro správu zdravotních záznamů, a to v souladu s příslušnými kodexy zásad.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"řídit, získávat a uchovávat digitální data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53403f06-6c51-4a24-9491-d8a6200526ce,vytvořit virtuální model výrobku,released,skill/competence,cross-sector,,Vytvořit matematický nebo trojrozměrný počítačový grafický model výrobku pomocí systému CAE nebo kalkulačky.,http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"navrhovat průmyslové materiály, systémy nebo produkty"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,metody zkoušení hardwaru,released,knowledge,cross-sector,,"Procesy k testování hardwarových komponentů nebo systémů, jako je systémový test, průběžný test spolehlivosti a test obvodu.",http://data.europa.eu/esco/isced-f/0613,vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,analyzovat ekologické údaje,released,skill/competence,cross-sector,,Analyzovat a interpretovat ekologické a biologické údaje pomocí specializovaných softwarových programů.,http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,analyzovat vědecká a lékařská data | přezkoumávat data | spravovat kvantitativní údaje | analyzovat vědecké poznatky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf,Vyper,released,knowledge,sector-specific,,"Techniky a principy vývoje softwaru, jako jsou analýza, algoritmy, kódování, testování a kompilace programovacích paradigmat v programu Vyper.
	",http://data.europa.eu/esco/isced-f/0613,vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,používat software na technické kreslení,released,skill/competence,cross-sector,,Vytvářet technické návrhy a výkresy pomocí specializovaného softwaru.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,používat nástroje pro projektování pomocí počítače (cad) a počítačové rýsovací nástroje
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/545c80e8-7ab2-42fe-af64-242211e94709,analyzovat konfiguraci a výkon sítí,released,skill/competence,sector-specific,,"Analyzovat základní síťové údaje (např. soubory nastavení routeru, směrovací protokoly), kapacitu provozu sítě a výkonnostní charakteristiky sítě ICT, například rozlehlá počítačová síť a lokální počítačová síť, které propojují počítače pomocí kabelů nebo bezdrátových spojení a umožňují výměnu dat.
	",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86 | http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,získávat a analyzovat digitální data | udržovat systém ICT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/546a96b1-5f0a-4c80-b3c5-8ac0830d9f0e,vytvářet postavy digitálních her,released,skill/competence,occupation-specific,vytvářet postavy digitální hry | psát postavy digitálních her | vytvářet postavy počítačových her | vytvořit postavy digitálních her | vytvořit postavu digitální hry | sestavovat charaktery digitálních her,Vytvořit typologii postav pro digitální hry a určit jejich přesnou úlohu v rámci hry a vyprávění.,http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,navrhovat systémy nebo aplikace ikt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e,používat software na plánování výroby,released,skill/competence,occupation-specific,,"Používat software, který usnadňuje plánování a navrhování ve zpracovatelském průmyslu a umožňuje optimalizaci přidělování zdrojů.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/2a778aeb-f246-4f03-9a96-c60183001037,používat digitální nástroje pro spolupráci a produktivitu | sestavit harmonogram výroby
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algoritmy,released,knowledge,cross-sector,,"Samostatné soubory posloupných operací, které provádějí výpočty, zpracování údajů a automatizované uvažování, obvykle k řešení problémů.",http://data.europa.eu/esco/isced-f/0612,vytváření a správa databází a sítí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54971fec-1c2f-49c0-9396-2f0c9fa5c8c0,LAMS,released,knowledge,sector-specific,,"Počítačový program LAMS je platforma pro elektronické učení zaměřená na vytváření, správu, organizování, vykazování a poskytování vzdělávacích kurzů nebo školicích programů v oblasti elektronického učení. Byl vyvinut organizací LAMS Foundation.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834,vytváření a správa databází a sítí | systém správy vzdělávání
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54ae8c54-2aad-46fc-bff2-9d44d0ec7a6e,spravovat přístup k informačním pomůckám,released,skill/competence,sector-specific,,"Rozvíjet a udržovat informační pomůcky, jako jsou databáze, digitální bibliografie, internetové stránky, softwarové programy a on-line instruktáže.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,spravovat informace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54b4a91f-9db8-4b67-a20d-9b6ceb9c2315,internetové hazardní hry,released,knowledge,occupation-specific,,Sázení peněžitých vkladů nebo virtuálních měn na sázkové hry nebo on-line hazardní hry prostřednictvím internetových stránek nebo on-line softwaru.,http://data.europa.eu/esco/isced-f/0416,velkoobchod a maloobchod
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54ddd422-5905-44db-93d4-03b17b913c5e,používat CADD software,released,skill/competence,cross-sector,,Používat počítačově podporovaný navrhovací a kreslicí software pro provedení podrobných výkresů a plánů návrhů.,http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,používat software na technické kreslení | používat nástroje pro projektování pomocí počítače (cad) a počítačové rýsovací nástroje | používat software CAD
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/553e1d2d-abf1-4b37-8ac4-c5c78a8edbc0,proxy servery,released,knowledge,sector-specific,zástupný server | proxy server | firewall aplikační vrstvy | aplikační brána,"Proxy nástroje, které slouží jako prostředník pro žádosti uživatelů, kteří hledají zdroje, např. soubory a internetové stránky z jiných serverů, jako je Burp, WebScarab, Charles nebo Fiddler.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0611,infrastruktura ICT | užití počítačů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/557c86b8-a0bc-4545-bb30-d141b1d60bc1,provádět klinický výzkum pomocí softwaru,released,skill/competence,occupation-specific,,"Dohlížet na nezbytný výzkum a provádět jej s cílem úspěšně zakoupit, navrhnout, vyvinout, testovat a zavést software týkající se klinické péče podle pokynů pro zdravotní plány a provádět související školení.
",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/557e9247-1a2d-4497-aa7f-0cded7768da1,Aircrack (penetrační testovací nástroj),released,knowledge,sector-specific,,"Počítačový program Aircrack je program určení k prolomení ochrany, který zachycuje klíče pro 802.11 WEP a WPA-PSK provedením několika síťových útoků, jako jsou FMS, KoreK a PTW.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,vývoj a analýza softwaru a aplikací | penetrační testovací nástroj
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/55c16653-343c-4d02-a9de-7d8e864a4592,Codenvy,released,knowledge,sector-specific,,"Nástroj Codenvy je platforma používaná k vytváření pracovních prostor na vyžádání v cloudu, kde mohou vývojáři spolupracovat na projektech programování a společně pracovat předtím, než  sloučí svou práci v rámci hlavního úložiště.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,vývoj a analýza softwaru a aplikací | nástroje pro správu konfigurace softwaru
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/55cc1f3f-69fc-46ec-b24a-9708f6bd92b4,používat modelovací software,released,skill/competence,sector-specific,,Používat modelovací software a jiné nástroje za účelem vytvoření simulací a vypracování scénářů možných výsledků pracovních operací. Používat informace získané ze simulací a modelů pro analýzu a rozhodování.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,používat nástroje pro projektování pomocí počítače (cad) a počítačové rýsovací nástroje
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/55cd5608-1497-4ed1-96d0-cb9494749a09,opravovat mobilní zařízení,released,skill/competence,cross-sector,vyměňovat díly mobilních zařízení | opravit mobilní zařízení | opravovat mobilní telefony a tablety | spravovat mobilní zařízení | provádět opravy mobilních zařízení,"Vyměňovat části a opravovat závady mobilních telefonů, tabletů a jiných malých mobilních zařízení.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29,"provádět instalaci a opravy elektrických, elektronických a přesných zařízení | opravovat zařízení ICT"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,umělé neuronové sítě,released,knowledge,cross-sector,,"Tyto výpočetní systémy jsou inspirovány biologickými neuronovými sítěmi v lidském mozku.
	",http://data.europa.eu/esco/isced-f/0619 | http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,informační a komunikační technologie (ikt) jinde neklasifikované | principy umělé inteligence
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5645b349-2b67-48cf-b290-bbb029e59dcf,technologie lékařského zobrazování,released,knowledge,cross-sector,,Soubor technologií používaných k vizuálnímu znázornění vnitřku těla pro účely klinické analýzy.,http://data.europa.eu/esco/isced-f/0914,lékařská diagnostika a léčebná technika
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a,používat software pro systém řízení obsahu,released,skill/competence,cross-sector,,"Používat software, který umožňuje zveřejnění, editaci a upravování obsahu, jakož i údržbu z centrálního rozhraní.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"řídit, získávat a uchovávat digitální data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,ASP.NET,released,knowledge,sector-specific,ASP+ | ASP.NET 3.5 | ASP.NET 2.0 | Aspx,"Techniky a zásady vývoje softwaru, jako je analýza, algoritmy, kódování, testování a sestavování programovacích paradigmat s využitím technologie ASP.NET.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,počítačové programování | vývoj a analýza softwaru a aplikací
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5706691c-2c38-46e4-9e88-c55be7e5d3ff,snímače digitálního fotoaparátu,released,knowledge,sector-specific,,"Typy snímačů používaných v digitálních fotoaparátech, jako jsou například zařízení s vázanými náboji (technologie CCD) a snímače na bázi komplementárních kovových oxidových polovodičů (technologie CMOS).",http://data.europa.eu/esco/isced-f/0211,audiovizuální technika a mediální výroba a produkce
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/571c8cb7-33f5-4a2e-999d-35688afed581,opravovat námořní komunikační zařízení,released,skill/competence,occupation-specific,,Opravovat námořní komunikační zařízení v souladu s požadavky pomocí elektronického zkušebního zařízení.,http://data.europa.eu/esco/skill/3c7d58c9-125e-4d8d-9102-b8022c54d0b5 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"obsluhovat námořní komunikační zařízení | provádět instalaci a opravy elektrických, elektronických a přesných zařízení"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,spravovat kvantitativní údaje,released,skill/competence,cross-sector,,"Shromažďovat, zpracovávat a předkládat kvantitativní údaje. Používat vhodné programy a metody pro potvrzování, uspořádání a interpretaci údajů.
   ",http://data.europa.eu/esco/skill/6b305973-8993-475f-bd8a-daf037c61401 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"třídit informace, cíle a zdroje | řídit, získávat a uchovávat digitální data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/574032f3-e427-49ad-8d88-2341ac6e1a7d,obsluhovat seismické zařízení,released,skill/competence,occupation-specific,,Přesouvat seismické zařízení na různá místa; používat seismometry; pozorovat záznamové zařízení za účelem odhalení anomálií a nesrovnalostí; zpracovávat a interpretovat seismická data ve 2D i 3D formátu.,http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,obsluhovat vědecká a laboratorní zařízení
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/580660a6-5d3a-421d-a54f-d85b706c2b2f,používat ke spolupráci internetové nástroje,released,skill/competence,cross-sector,,"Používat on-line zdroje, jako jsou on-line nástroje pro setkávání, videokonference, souběžná editace souborů, společné vytváření, sdílení obsahu a spolupráce z odlehlých míst.",http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,digitální komunikace a spolupráce | používat digitální nástroje pro spolupráci a produktivitu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5865c47c-cf1a-4dcb-8871-d4a1ea4b047b,nastavovat systém kontroly dokumentace,released,skill/competence,occupation-specific,,Vytvořit a udržovat systém kontroly dokumentace.,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,spravovat informace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/58783f72-5098-4807-b1d1-954ec2ae94c4,Backbox (penetrační testovací nástroj),released,knowledge,sector-specific,,"Software BackBox je produkt společnosti Linux, který testuje slabé stránky zabezpečení systému, pokud jde o potenciálně nepovolený přístup k systémovým informacím, a to prostřednictvím shromažďování informací, forenzní analýzy, analýzy bezdrátového připojení a služby VoIP, zneužívaní nalezených zranitelných míst a reverzního inženýrství.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,vývoj a analýza softwaru a aplikací | penetrační testovací nástroj
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/58888680-07cd-4baa-8eb1-f846bff7e2d4,spravovat databázi členství,released,skill/competence,sector-specific,,"Doplňovat a aktualizovat informace o členech, analyzovat statistické údaje o členství a podávat o nich zprávy.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77 | http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,spravovat informace | spravovat databáze
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5898d99a-62a4-4e10-a2e3-0d815ce44248,opatření na ochranu před kybernetickými útoky,released,knowledge,sector-specific,,"Strategie, techniky a nástroje, které lze použít k odhalování a odvracení úmyslných útoků na informační systémy, infrastruktury nebo sítě organizací. Příkladem jsou zabezpečený hashovací algoritmus (SHA) a algoritmus MD5 (message digest algoritmus) sloužící k zabezpečení komunikační sítě, systémy prevence průniku (IPS) a infrastruktura správy veřejných klíčů (PKI) sloužící k šifrování a elektronickým podpisům v aplikacích.
	",http://data.europa.eu/esco/skill/a4b2a278-2123-4450-8b43-be01c4f341da | http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb | http://data.europa.eu/esco/isced-f/1031,chránit soukromí a totožnost na internetu | chránit osobní údaje a soukromí | vojsko a obrana
