ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,ALTLABELS,DESCRIPTION,ISCOGROUPCODE,CODE
http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,key_668,8a921002-f246-4f82-893c-f50806bd1c27,učitel studentů se speciálními vzdělávacími potřebami na střední škole/učitelka studentů se speciálními vzdělávacími potřebami na střední škole,"učitelka studentů se speciálními vzdělávacími potřebami na střední škole
učitel studentů se speciálními vzdělávacími potřebami na střední škole
středoškolský učitel studentů se speciálními vzdělávacími potřebami
středoškolská učitelka studentů se speciálními vzdělávacími potřebami","Učitelé studentů se speciálními vzdělávacími potřebami na střední škole poskytují speciálně navržené instrukce studentům s různými zdravotními postiženími na střední škole a zajišťují, aby dosáhli svého vzdělávacího potenciálu. Někteří učitelé studentů se speciálními vzdělávacími potřebami na střední škole pracují se studenty, kteří mají mírné až středně závažné zdravotní postižení, a realizují upravené učební osnovy, které odpovídají specifickým potřebám jednotlivých studentů. Jiní učitelé studentů se speciálními vzdělávacími potřebami na střední škole pomáhají studentům s intelektovým postižením a autismem a vyučují je, přičemž se zaměřují na to, aby si osvojili základní a pokročilou gramotnost a praktické životní a sociální dovednosti. Všichni tito učitelé hodnotí pokrok studentů s ohledem na jejich silné a slabé stránky a informují o svých zjištěních rodiče, poradce, vedení a další zúčastněné strany.",2352.0,2352.1.6
http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,key_669,44872f52-09a8-4f74-9e25-bb6dc92ae659,vedoucí produkce,"vedoucí filmové produkce
tour manažerka
tour manažer
vedoucí divadelní produkce","Vedoucí produkce dbají na celou řadu praktických otázek týkajících se produkce. Zabývají se záležitostmi, které sahají od náboru zaměstnanců, zadávání zakázek na materiál a služby až po přepravu, celní koordinaci, telekomunikaci, pracovní vztahy, logistiku, informační technologie, spolupráci s vládou, rezervování místa konání, plánování, řízení operací. Odstraňují problémy způsobené zpožděním a zodpovídají za bezpečnost práce.",1431.0,1431.1.2
http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,key_670,53da352d-740c-4489-b534-8d97986a82de,vedoucí kovovýroby,,"Vedoucí kovovýroby organizují a řídí každodenní a dlouhodobé projektové práce v továrně na zpracování kovů, jejichž cílem je zpracování základních kovů na nové kovy. Vytvářejí a rozvrhují plány výroby, přijímají nové zaměstnance, prosazují bezpečnost a politiky společnosti a usilují o spokojenost zákazníků zaručováním kvality výrobků.",1321.0,1321.2.1.8
http://data.europa.eu/esco/occupation/036dc42f-bd4d-4533-a3cc-fcd313227ce3,key_671,a5aaea8e-bfeb-4630-8994-5b30e689f395,montážní dělník leteckých motorů/montážní dělnice leteckých motorů,"montér leteckých motorů
montážní dělnice leteckých motorů
montážní dělník leteckých motorů","Montážní dělníci leteckých motorů konstruují a instalují prefabrikované díly leteckých motorů, jako jsou lehké pístové motory a plynové turbíny. Revidují specifikace a technické výkresy za účelem určení materiálů a návodů k montáži. Kontrolují a testují motory a odmítají vadné součásti.",8211.0,8211.1.1
http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,key_672,82c64160-e1ff-4ad5-b329-be4db9ffd5a7,technik lomu/technička lomu,"technička lomu
technik lomu","Technici lomu analyzují, které metody těžby, jako je hloubení, vrtání a odstřel, jsou nejvhodnější pro získávání surovin ze země. Před otevřením nového lomu vypracovávají plány, přičemž posoudí, zda je lom ziskový. Technici lomu řídí každodenní provoz v lomu, vytvářejí a udržují zprávy o pokroku, dohlížejí na zaměstnance, zajišťují zdraví a bezpečnost a posuzují dopad lomu na životní prostředí ve svém okolí.",2146.0,2146.11
http://data.europa.eu/esco/occupation/03b55cb5-9735-4582-8e20-2b1cb76635cb,key_673,a6d4edea-88c4-4803-8fe4-2fc81d2a5f6e,vedoucí prodejny audiologické techniky,, Vedoucí prodejen audiologické techniky jsou zodpovědní za činnost specializovaných obchodů a jejich zaměstnance.,1420.0,1420.4.4
http://data.europa.eu/esco/occupation/03b9d7c4-9590-4e0d-97a7-470254e165d4,key_674,746d4a4e-5b8c-4929-ad78-325b68a9d8fb,prodavač železářského zboží a barev/prodavačka železářského zboží a barev,"prodavačka v prodejně barev a příslušenství
prodavač železářského zboží a barev
prodavačka domácích potřeb
prodavač domácích potřeb
prodavačka železářského zboží a barev
prodavačka v železářství
prodavač v prodejně barev a příslušenství
prodavač v železářství","Prodavač železářského zboží a barev prodává železářské zboží, barvy a další zboží ve specializovaných prodejnách.",5223.0,5223.7.21
http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,key_675,0cc8a729-6368-49f2-b933-20af742eb0c7,učitel na základní škole/učitelka na základní škole,"učitelka na základní škole
učitel na základní škole","Učitelé na základní škole vyučují žáky na základní škole. Vypracovávají učební plány v souladu s cíli osnov pro širokou škálu předmětů, které vyučují, včetně matematiky, jazyků, přírodních věd a hudby. Sledují učební pokrok žáků a hodnotí jejich znalosti a dovednosti ve vyučovaných předmětech prostřednictvím testů. Obsah svých hodin připravují na základě znalostí předchozí látky ze strany žáků a povzbuzují je, aby prohlubovali své znalosti v předmětech, které je zajímají. Používají zdroje ve třídě a vyučovací metody, aby vytvořili inspirativní prostředí pro učení. Učitelé na základní škole se rovněž podílejí na školních akcích a komunikují s rodiči a administrativními pracovníky.",2341.0,2341.1
http://data.europa.eu/esco/occupation/03e02554-15d1-4697-960c-8909e7d36f7e,key_676,e98031a3-7895-4b3e-9052-a4ee78c3d3d8,řidič tramvají/řidička tramvají,"řidič tramvají
řidička lanovky
řidička metra
řidič lanovky
řidička tramvají
řidič metra","Řidiči tramvají řídí tramvaje, vybírají jízdné a starají se o cestující.",8331.0,8331.2
http://data.europa.eu/esco/occupation/040f62f5-d570-4d3f-b732-c8ea4afc2738,key_677,f74ff5df-87ee-4a08-bdd1-e1417d400d56,vedoucí montáže kontejnerů,,"Vedoucí montáže kontejnerů sledují proces montáže kontejnerů, jako jsou kotle nebo tlakové nádoby. V zájmu dosažení produkčních cílů proškolují a vedou pracovníky, kteří se na montáži podílejí.",3122.0,3122.3.2
http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16,key_678,b9fb74e1-8566-485b-8af6-c0e92b27c82f,pracovník ve skladu textilu/pracovnice ve skladu textilu,"pracovník ve skladu textilu
skladník ve skladu textilu
skladnice ve skladu textilu
skladový dělník ve skladu textilu
skladový manipulant ve skladu textilu
skladová manipulantka ve skladu textilu
pracovnice ve skladu textilu
skladová dělnice ve skladu textilu","Pracovníci ve skladu jsou odpovědní za skladování textilií, příslušenství a komponent pro výrobu oděvů. Zajišťují, aby veškeré části nezbytné pro výrobu oděvů byly připraveny k použití ve výrobním řetězci, a to zařazením a registrací nakupované části, předpovědí nákupů a jejich distribucí do různých oddělení.",4321.0,4321.1.5
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,key_679,2e1d25c8-7425-4bbb-9e9e-848ff666f607,administrativní asistent/administrativní asistentka,"administrativní asistentka
administrativní asistent","Administrativní asistenti poskytují administrativní a kancelářskou podporu vedoucím pracovníkům. Vykonávají různé úkoly, jako je vyřizování telefonních hovorů, přijímání a uvádění/směrování návštěvníků, objednávání kancelářských potřeb, udržování bezproblémového chodu kancelářských prostor a zajišťování řádného fungování kancelářského vybavení a přístrojů.
	",3343.0,3343.1
http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,key_680,68605c48-5c2a-455a-9354-829011bd2234,obsluha stroje na mletí kávy,"operátor stroje na mletí kávy
operátoři stroje na mletí kávy
obsluha stroje na mletí kávy
operátorka stroje na mletí kávy
obsluha průmyslových kávomlýnků",Obsluha stroje na mletí kávy obsluhuje stroje drtící kávová zrna na požadovanou jemnost.,8160.0,8160.22
http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,key_681,54ded027-ca36-457e-9fea-edecea892c62,administrativní pracovník v oblasti zdravotnictví/administrativní pracovnice v oblasti zdravotnictví,"administrativní pracovnice v oblasti zdravotnictví
administrativní pracovník v oblasti zdravotnictví","Administrativní pracovníci v oblasti zdravotnictví úzce spolupracují s odborníky v oblasti zdravotnictví. Poskytují administrativní podporu, např. vyřizování korespondence, domlouvání schůzek a zodpovídání dotazů pacientů.",3344.0,3344.1
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,key_682,210efd0a-c348-4b54-b615-716f32a4a23a,správce zabezpečení ICT/správkyně zabezpečení ICT,"správce zabezpečení IT systémů
správkyně zabezpečení informačních a komunikačních technologií
správkyně zabezpečení ICT
správce zabezpečení ICT
správkyně zabezpečení IT systémů
správce zabezpečení informačních a komunikačních technologií","Správci zabezpečení ICT plánují a provádějí bezpečnostní opatření na ochranu informací a údajů před neoprávněným přístupem, úmyslným útokem, krádeží a korupcí.",2529.0,2529.6
http://data.europa.eu/esco/occupation/046574a1-9bb3-4a80-8a7b-83dc7db1dae2,key_683,866bd304-ff9e-41ef-90e1-806059ac6bd0,zednický mistr/zednická mistrová,,Zedničtí mistři kontrolují zednické práce. Zadávají úkoly a přijímají rychlá rozhodnutí k řešení problémů.,3123.0,3123.1.1
http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a,key_684,4bf8c0a0-790e-483f-a1fb-77a0834d7f7e,odborník na lékařskou fyziku/odbornice na lékařskou fyziku,"specialistka na lékařskou radiační fyziku
specialista lékařské fyziky
MPE
specialistka lékařské fyziky
specialista na lékařskou radiační fyziku","Odborníci na lékařskou fyziku se podílejí na výběru lékařských radiologických zařízení, zajišťování kvality včetně přejímacích zkoušek, přípravě technických specifikací a instalaci, projektování a dohledu nad lékařskými radiologickými zařízeními. Analyzují také události spojené s havarijním nebo neúmyslným lékařským ozářením a odpovídají za školení praktických lékařů a dalšího personálu v příslušných aspektech radiační ochrany.
	",2269.0,2269.3
http://data.europa.eu/esco/occupation/0477b9b0-8d2d-4eec-aaad-bac11092e98b,key_685,19817d33-ff09-49ab-8a92-69398f4f7da9,obsluha strojů pro míchání břidlicového posypu na asfaltové šindele,obsluha strojů pro míchání granulátu na asfaltové šindele,"Obsluha strojů pro míchání břidlicového posypu na asfaltové šindele ovládá a udržuje stroje pro míchání břidlice, které míchají vícebarevná břidlicová zrna používaná jako střešní krytina s asfaltovým povlakem.",8114.0,8114.6
http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c,key_686,43dcb324-c699-4b49-928f-3a57679c8a40,technik v lodním stavitelství/technička v lodním stavitelství,"technička v lodním stavitelství
technik v lodním stavitelství","Technici v lodním stavitelství vykonávají technické funkce s cílem pomáhat námořním inženýrům s projektovými, vývojovými, výrobními a zkušebními procesy, s instalací a údržbou všech typů plavidel od rekreačních plavidel až po námořní plavidla včetně ponorek. Provádějí rovněž experimenty, shromažďují a analyzují údaje a podávají zprávy o svých zjištěních.",3115.0,3115.1.7
http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff,key_687,9cbc4000-1c63-4b78-b215-bbd81014e374,vedoucí aukční síně,,Vedoucí aukční síně jsou odpovědní za zaměstnance a činnost aukční síně. Kromě toho řídí finanční a marketingové aspekty aukční síně.,1221.0,1221.1
http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,key_688,1a33d798-5ce2-46b8-aaeb-98273c9d86aa,softwarový analytik/softwarová analytička,"analytička aplikací
analytik programů
softwarová analytička
programový analytik
softwarový analytik
analytička softwarových požadavků
analytik softwarových požadavků
analytička programů
programová analytička
analytik aplikací","Softwaroví analytici získávají a upřednostňují požadavky uživatelů, vypracovávají a dokumentují specifikace programového vybavení, testují jejich používání a přezkoumávají je během vývoje softwaru. Slouží jako rozhraní mezi uživateli softwaru a vývojovým týmem softwaru.",2512.0,2512.2
http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,key_689,54922ac6-8768-4dc9-80be-155e02e9857e,hlavní účetní,"vedoucí účetního oddělení
manažer účetního oddělení
manažerka účetního oddělení","Hlavní účetní přebírají odpovědnost za všechny účetní činnosti související s účetním výkaznictvím. Vytvářejí a udržují účetní zásady a postupy pro zajištění včasných a přesných účetních závěrek, dohlížejí na účetní a řídí účetní činnosti v příslušném časovém rámci a s příslušnými rozpočtovými prostředky.
	",1211.0,1211.1.1
http://data.europa.eu/esco/occupation/0552ff45-b282-455c-b431-fb05a0e00801,key_690,e84d3cd9-b27b-44b9-be45-d7ad33e85b07,manažer ve slévárenství/manažerka ve slévárenství,"manažerka ve slévárně
manažer ve slévárně
manažer ve slévárenské výrobě
manažerka ve slévárenství
manažer ve slévárenství
manažerka ve slévárenské výrobě","Manažeři ve slévárenství koordinují a provádějí harmonogramy výroby v krátkodobém a střednědobém horizontu a koordinují vývoj, podporu a zlepšování procesů lití a úsilí v oblasti spolehlivosti oddělení údržby a technických oddělení. Působí rovněž jako partneři v probíhajících sanačních iniciativách.",1219.0,1219.5.2
