ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,ALTLABELS,DESCRIPTION,ISCOGROUPCODE,CODE
http://data.europa.eu/esco/occupation/463558cd-6e02-43a8-a675-d4e65af70431,key_1475,b80dd64c-770c-4468-9c62-328388bda961,bylinkář/bylinkářka,"bylinkář
bylinkářka","Bylinkáři používají rostlinný léčivý přípravek k úlevě od bolesti a k léčbě nemocí, jako jsou alergie, chronické stavy nebo stavy související se stresem. Studují vlastnosti a přínosy rostlin a vytvářejí personalizovaný plán léčby pro pacienty.",3230.0,3230.1
http://data.europa.eu/esco/occupation/463a687a-c7e9-469a-bb38-dcdfe1e7e35f,key_1476,b5e096db-af45-46f4-8767-8fb7d6c2d151,vedoucí prodejny audio a videotechniky,vedoucí prodejny audio a videozařízení,Vedoucí prodejen audio a videotechniky jsou zodpovědní za činnost specializovaných obchodů a jejich zaměstnance.,1420.0,1420.4.3
http://data.europa.eu/esco/occupation/4666cccf-cfbc-4296-95b5-67dad2f620d2,key_1477,31b67cb6-6152-4f89-b8cc-87c06c66c393,instruktor řízení autobusů/instruktorka řízení autobusů,"instruktor řízení autobusů
instruktorka řízení autobusů","Instruktoři řízení autobusů vyučují lidi teorii a praxi, jak řídit autobus bezpečně a v souladu s předpisy. Pomáhají studentům rozvíjet dovednosti potřebné k řízení a připravují je na teoretickou a praktickou jízdní zkoušku.",5165.0,5165.1.1
http://data.europa.eu/esco/occupation/46bbecf4-368a-44a8-9262-dcd775ae2c46,key_1478,01673870-66dd-480b-ae20-5823e79f5794,vrtač studní/vrtačka studní,"vrtačka studní
vrtač studní","Vrtači studní obsluhují vrtací zařízení a udržují vrt studny při těžbě rudy a kapalin a plynů. Zaznamenávají operace, provádí údržbu zařízení, zapečeťují nepoužívané studny a zabraňují kontaminaci půdy.",8113.0,8113.9
http://data.europa.eu/esco/occupation/46d0568d-7415-4643-94aa-89d2470fbe3c,key_1479,e06c79a8-bcdd-4bca-8d37-07a5413bb602,pracovník pro trasování kontaktů/pracovnice pro trasování kontaktů,"zástupce pro sledování kontaktů call centra
polní agent koronaviru
dobrovolník pro sledování kontaktů
kontaktujte specialistu na trasování
sledovač kontaktů
zástupce pro sledování kontaktu
pracovník/pracovnice pro podporu trasování
klinický kontaktní pracovník případu
zástupkyně pro sledování kontaktů call centra
specialista na trasování
vyšetřovatelka nemoci covid
klinická kontaktní pracovnice případu
kontaktujte podporu trasování
zástupkyně pro sledování kontaktu
sledovač kontaktů covid
vyšetřovatel nemoci covid
polní agentka koronaviru","Pracovníci pro trasování kontaktů posuzují vystavení osob infekčním nemocem, poskytují jim a jejich kontaktům poradenství o opatřeních, aby se zabránilo šíření nemoci, a pravidelně je kontrolují. Pracovníci pro trasování kontaktů mohou rovněž provádět návštěvy v terénu, aby fyzicky zkontrolovali, zda lidé dodržují opatření domácí izolace nebo karantény, jak doporučují úřady.
	",4229.0,4229.1
http://data.europa.eu/esco/occupation/46db7e2e-d44d-412a-9a80-02d43111aca8,key_1480,2de2d1e9-4856-467d-9cc7-dd446ab76eaf,učitel fotografování/učitelka fotografování,"učitelka fotografování
učitel fotografování","Učitelé fotografování vyučují studenty různé techniky a styly fotografování, jako je (skupinový) portrét, příroda, cestování, makro, pod vodou, černobílá a panoramatická fotografie, filmování atd. Seznamují studenty s dějinami fotografie, ve svých kurzech však uplatňují především praktický přístup, pomáhají studentům experimentovat s různými fotografickými technikami a osvojit si je a motivují je k tomu, aby rozvíjeli svůj vlastní styl. Učitelé fotografování sledují pokrok studentů a pořádají výstavy, jejichž cílem je ukázat práci studentů veřejnosti.",2355.0,2355.5
http://data.europa.eu/esco/occupation/46f9d58f-11bd-4d96-b000-ff4490d3009b,key_1481,716955a2-8ec9-4dbd-93ec-c16f8b01e93e,učitel v oboru umělecký průmysl na odborné škole/učitelka v oboru umělecký průmysl na odborné škole,"učitelka v oboru umělecký průmysl
učitel v oboru umělecký průmysl
učitel v oboru umělecký průmysl na odborné škole
učitelka v oboru umělecký průmysl na odborné škole","Učitelé v oboru umělecký průmysl na odborné škole vyučují studenty ve specializovaném studijním oboru umělecký průmysl, jenž má převážně praktickou povahu. Poskytují teoretickou výuku, pokud jde o praktické dovednosti a techniky, které studenti musí následně ovládat v povolání v oboru uměleckého průmyslu při práci se dřevem a kovy, jako je tesař nebo pracovník na zpracování plechu. Učitelé v oboru umělecký průmysl na odborné škole sledují pokrok studentů, v případě potřeby jim individuálně pomáhají a hodnotí jejich znalosti a výsledky v oboru umělecký průmysl prostřednictvím úkolů, testů a zkoušek.",2320.0,2320.1.16
http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8,key_1482,635f96bc-7315-48f9-afa0-8b5a2efe383b,dělník v oblasti stavebního inženýrství/dělnice v oblasti stavebního inženýrství,"dělnice v oblasti stavebního inženýrství
dělník v oblasti stavebního inženýrství","Dělníci v oblasti stavebního inženýrství plní úkoly týkající se úklidu a přípravy stavenišť pro inženýrské stavby. To zahrnuje práci při budování a údržbě silnic, železnic a přehrad.",9312.0,9312.1
http://data.europa.eu/esco/occupation/476420bb-2577-4f79-ad32-186f19c4fd02,key_1483,620334ea-4f66-4cc1-9599-b5cabc8a6d27,pilot vrtulníku/pilotka vrtulníku,"pilotka komerčního vrtulníku
pilot komerčního vrtulníku
pilotka vrtulníku
pilot vrtulníku
pilotka dopravního vrtulníku
pilot dopravního vrtulníku","Piloti vrtulníku létají za účelem přepravy cestujících a nákladu z jednoho místa na druhé. Plánují lety s využitím leteckých map a navigačních přístrojů. Před odjezdem kontrolují vrtulníky podle kontrolních seznamů pro zjištění úniku hydraulické kapaliny, neúčinné regulace, nízké hladiny paliva nebo jiných nebezpečných podmínek.",3153.0,3153.2.4
http://data.europa.eu/esco/occupation/4779055b-f769-4c6d-8e0e-088bb74cfce9,key_1484,926328ad-0f14-4b59-82fe-2679c4bf2ec7,obsluha plaveckého areálu,"plavčice
pracovnice pro údržbu bazénu
pracovník pro údržbu bazénu
plavčík","Obsluha plaveckého areálu má na starosti každodenní činnost plaveckého zařízení, jako je bazén, pláž či jezero. Čistí zařízení, udržuje dobrý přístup k zákazníkům a zajišťuje celkovou bezpečnost uvnitř zařízení.",9129.0,9129.3
http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc,key_1485,5e9b7b23-7482-403d-8de4-89fea47ae1af,marketingový konzultant/marketingová konzultantka,"marketingová analytička
pracovnice v marketingu
marketingový analytik
pracovník v marketingu
specialista pro digitální marketing
specialistka pro digitální marketing","Marketingoví konzultanti radí společnosti s vývojem marketingových strategií pro konkrétní účely. Mohou radit a rozvíjet strategie pro vstup určité značky na trh, pro opětovné uvedení výrobku na trh, pro představení nového výrobku nebo pro umístění obchodního zobrazení. Provádějí předběžné studie ohledně postavení společnosti a toho, jak je vnímána zákazníky, za účelem vymezení marketingového přístupu.
   ",2431.0,2431.10
http://data.europa.eu/esco/occupation/4795d4e3-c623-47ff-abab-7de97fcb764e,key_1486,dc3ce7cb-81a0-46b2-a8ad-4bb256e06485,nákupčí reklamního prostoru ve sdělovacích prostředcích,nákupčí reklamy v médiích,"Nákupčí reklamního prostoru ve sdělovacích prostředcích nakupují jménem svých klientů reklamní prostor v tisku, rozhlasovém a televizním vysílání a on-line médiích. Analyzují účinnost a přiměřenost různých kanálů v závislosti na zboží nebo službách a poskytují poradenství při rozhodování. Snaží se vyjednat nejlepší cenu, aniž by byla ohrožena kvalita reklamy. Podporují rozvoj a implementaci plánů marketingu a reklamy v oblasti komunikace prostřednictvím nejvhodnějších sdělovacích prostředků.",2431.0,2431.2
http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,key_1487,b14acb27-af62-44c7-91e9-087c0806c78e,přednášející v oboru žurnalistika,,"Přednášející v oboru žurnalistika a sdělovací prostředky jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru žurnalistika a sdělovací prostředky, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru žurnalistika a sdělovací prostředky, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",2310.0,2310.1.21
http://data.europa.eu/esco/occupation/47ae3ed9-e03c-450e-9ea8-aab317545adc,key_1488,6f06e2e0-f804-4265-af54-790d781b26db,obsluha řídícího centra plynárenského závodu,"operátor velínu plynárenského závodu
operátorka velínu plynárenského závodu","Obsluha řídícího centra plynárenského závodu plní řadu úkolů z kontrolní místnosti zpracovatelského zařízení. Monitoruje procesy prostřednictvím elektronických zobrazení na monitorech, číselnících a ukazatelích. Provádí změny proměnných a komunikuje s ostatními odděleními, aby se zajistilo, že procesy budou probíhat plynule a v souladu se zavedenými postupy. V případě nesrovnalostí nebo mimořádných událostí přijímá vhodná opatření.",3134.0,3134.1
http://data.europa.eu/esco/occupation/47af27c4-5b45-4cce-ba01-4e96f8cf97b9,key_1489,c0767f1b-6fed-4ab6-96e2-af6ae30cb612,operátor zařízení na výrobu energie z obnovitelných zdrojů na moři/operátorka zařízení na výrobu energie z obnovitelných zdrojů na moři,"provozovatelka přílivové farmy
provozovatel zařízení na výrobu vlnové energie
pobřežní provozovatel větrné energie
provozovatel zařízení na výrobu obnovitelné mořské energie
provozovatel námořní větrné energie
operátor energetické energie oceánu
provozovatelka energie mořské vlny
technik námořní větrné energie
provozovatel vlnové farmy
provozovatelka mořského přílivového proudu
provozovatel závodu ORE
provozovatelka vlnové farmy
technička námořní větrné energie
provozovatelka zařízení na výrobu vlnové energie
operátor vlnové energie
provozovatel přílivové farmy
provozovatelka námořní větrné energie
provozovatelka závodu ORE
provozovatel energie mořské vlny
operátorka vlnové energie
pobřežní provozovatelka větrné energie
provozovatel mořského přílivového proudu
operátorka energetické energie oceánu
provozovatelka zařízení na výrobu obnovitelné mořské energie","Operátoři zařízení na výrobu energie z obnovitelných zdrojů na moři provozují a provádějí údržbu zařízení na výrobu elektrické energie z mořských obnovitelných zdrojů energie, například větrné energie na moři, elektráren využívajících energii mořských vln nebo přílivových proudů.
	",3131.0,3131.1
http://data.europa.eu/esco/occupation/47b747bb-5bbf-40d5-aa3e-8d4a79238502,key_1490,1e51b2ef-799d-40ea-9c87-01079efdc039,vedoucí klenotnictví,vedoucí prodejny hodinek a šperků,Vedoucí klenotnictví jsou zodpovědní za činnost specializovaných obchodů a jejich zaměstnance.,1420.0,1420.4.27
http://data.europa.eu/esco/occupation/47c27a07-4657-42b7-adee-d805902c1ff8,key_1491,4ce6e3ed-0365-44b2-9f31-7e0bb4c38789,obsluha plovoucího rypadla,,"Obsluha plovoucího rypadla pracuje s průmyslovým zařízením na odstraňování podvodních materiálů za účelem zpřístupnění prostoru lodím, vybudování přístavů, kladení kabelů nebo pro jiné účely a přesun materiálu na požadované místo.",8342.0,8342.2
http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb,key_1492,e2375073-fb51-429e-8a40-2f041d3a1a51,inženýr se specializací na kapalné pohonné látky/inženýrka se specializací na kapalné pohonné látky,"inženýr se specializací na kapalné pohonné látky
inženýrka se specializací na kapalné pohonné látky","Inženýři se specializací na kapalné pohonné látky hodnotí místa těžby kapalných pohonných látek. Navrhují a vyvíjejí metody pro těžbu kapalných pohonných látek z pod zemského povrchu. Tyto pohonné látky zahrnují ropu, zemní plyn, zkapalněný ropný plyn, fosilní paliva, která nejsou ropou, bionaftu a alkoholy. Maximalizují výtěžnost uhlovodíků za minimální náklady a usilují o minimální dopad na životní prostředí.",2146.0,2146.4
http://data.europa.eu/esco/occupation/47e4135b-95d1-4462-920c-afcbd7c4d9be,key_1493,a163d544-4514-42ec-8d6f-947df0cf4df1,provozně technický pracovník/provozně technická pracovnice,"provozně technická pracovnice
provozně technický pracovník","Provozně techničtí pracovníci připravují, udržují, vydávají, přepravují, instalují, programují, ovládají, přebírají, kontrolují, čistí a skladují audiovizuální vybavení a vybavení pro představení a akce. Jejich práce je založena na plánech, pokynech a objednávkách.
   ",3521.0,3521.1.3
http://data.europa.eu/esco/occupation/47e81c7f-2d04-4a60-a8ff-9913c36d8344,key_1494,2f7b759b-b6c1-4d20-bb3d-8c9d46fd2b53,marketingový asistent/marketingová asistentka,"marketingová asistentka
marketingový asistent","Marketingoví asistenti podporují veškeré činnosti a úkony prováděné marketingovými manažery a referenty. Připravují zprávy v souvislosti s marketingovými operacemi požadované jinými odděleními, zejména účtárnou a finančním oddělením. Zajišťují dostupnost a připravenost zdrojů, které manažeři potřebují k výkonu své práce. 
 ",2431.0,2431.10.3
http://data.europa.eu/esco/occupation/480d2853-db07-43d4-847f-7ffdd8d368f5,key_1495,9f6327b3-38f0-4840-aa65-4cac46e50abd,fotoreportér/fotoreportérka,"fotoreportér
fotoreportérka","Fotoreportéři se účastní nejrůznějších událostí, které dokumentují prostřednictvím informativních fotografií. Vyprávějí příběhy tak, že publikují, editují a předkládají obrázky novinám, deníkům, časopisům, televizi a dalším médiím.",3431.0,3431.2
http://data.europa.eu/esco/occupation/48318e0f-b54b-4654-b296-47c8e544da23,key_1496,3d017619-6685-4f1f-b7cf-a5e1d698d9e4,obsluha olepovačky hran,"operátorka olepovačky hran
operátor olepovačky hran","Obsluha olepovačky hran pracuje na strojích, které dýhují materiály, většinou dřevo, zvyšují jejich trvanlivost a činí je esteticky příjemnými. Upravuje rovněž rychlost pásu, nastavuje teplotu pro regulaci tepla, brousí lepidlo na okrajích desek a spouští a ovládá stroj.",8189.0,8189.1
http://data.europa.eu/esco/occupation/484ca14a-8e11-4ae1-ba9c-901cd86df56b,key_1497,0a0019a6-15ba-48a7-bdb3-6c68e4ae6256,velkoobchodník s farmaceutickými výrobky/velkoobchodnice s farmaceutickými výrobky,"velkoobchodnice s farmaceutickými výrobky
velkoobchodník s farmaceutickými výrobky",Velkoobchodníci s farmaceutickými výrobky vyhledávají potenciální velkoobchodní nákupčí a dodavatele a propojují je s cílem uspokojit jejich potřeby. Uzavírají obchody zahrnující velká množství zboží.,3324.0,3324.4.28
http://data.europa.eu/esco/occupation/4874fa37-0cd1-4a68-aed8-a838851f242d,key_1498,35999f3a-05c4-4797-93c0-bd2b3a77d83a,komputační lingvistik/komputační lingvistka,"odbornice na počítačem podporovaný překlad
odborník na počítačem podporovaný překlad
specialistka jazykové technologie
specialista jazykové technologie
komputační lingvistik
komputační lingvistka","Komputační lingvisté pracují v oblasti výpočetní vědy, konkrétněji v oblasti zpracování přirozeného jazyka. Jejich cílem je překlenout nedostatky v překladu mezi přesnými lidskými překlady a strojovým překladem. Provádějí rozbor textů, srovnávají a mapují překlady a prostřednictvím programování a kódování zlepšují lingvistické výsledky překladů.",2152.0,2152.1.4
http://data.europa.eu/esco/occupation/4887c8a5-35d3-44c3-be69-346027e485f0,key_1499,6a9dbc96-adc7-47df-8b3a-84513e650e75,manažer animačního týmu v pohostinském zařízení/manažerka animačního týmu v pohostinském zařízení,"manažer zábavy v rekreačním zařízení
manažer animačních činností v rezortu
manažerka zábavy v rekreačním zařízení
manažer zábavy na výletní lodi
manažerka zábavy na výletní lodi
manažerka animačních činností v rezortu
manažer animačního týmu v pohostinském zařízení
manažerka animačního týmu v pohostinském zařízení","Manažeři animačního týmu v pohostinském zařízení jsou pověřeni správou týmu, který organizuje zábavní činnost pro hosty pohostinského zařízení.",1411.0,1411.2
http://data.europa.eu/esco/occupation/489b9a38-89a2-425c-95b9-79cec66379e1,key_1500,a20ea958-1217-47c3-bde1-10f19a19f3c2,pedikér/pedikérka,"pedikérka
pedikér","Pedikéři nabízí zákazníkům kosmetické ošetření a péči o nohy a nehty na nohou. Stříhají a tvarují nehty na nohou, připravují vodní lázeň, provádí exfoliaci a nanášejí lak na nehty.",5142.0,5142.8
http://data.europa.eu/esco/occupation/48b336d2-7ffb-49a3-a010-444b68ddd12d,key_1501,067b5b57-e66c-4276-87cd-d1fbb38ed3a4,řezník halal/řeznice halal,"řezník halal
řeznice halal","Řezníci halal objednávají, kontrolují a nakupují maso za účelem jeho přípravy a prodávají jej jako spotřební masné výrobky v souladu s islámskými zvyklostmi. Vykonávají činnosti jako řezání, ořezávání, vykosťování, vázání a mletí hovězího a drůbežího masa. Připravují halal maso určené ke spotřebě.",7511.0,7511.1.1
http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e,key_1502,86c8eee3-86c4-4c01-b4e7-e4076daf9de9,animátor/animátorka,"filmová animátorka
počítačová animátorka
animátorka
počítačový animátor
filmový animátor
animátor","Animátoři používají software pro tvorbu animací, což jsou rychlé sledy záběrů, které vytvářejí iluzi pohybu.",2166.0,2166.3
http://data.europa.eu/esco/occupation/48cff102-9fe2-4e0f-8156-88fd8a686e6c,key_1503,4a7265ee-2d30-436c-8bd8-11f82b46ade7,obsluha strojů na spřádání příze,"přadlena bavlny
přadlák bavlny
obsluha strojů na spřádání nití",Obsluha strojů na spřádání příze přeměňuje vlákna na přízi.,8151.0,8151.2.3
http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,key_1504,41ab55d7-9487-4ab0-9b5b-ff77f415fbea,pedagogický pracovník v oboru komunikačních studií/pedagogická pracovnice v oboru komunikačních studií,"profesor komunikačních studií
pedagogická pracovnice v oboru komunikačních studií
profesorka komunikačních studií
pedagogický pracovník v oboru komunikačních studií","Pedagogičtí pracovníci v oboru komunikačních studií jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve svém specializovaném oboru komunikační studie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru komunikační studie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",2310.0,2310.1.10
http://data.europa.eu/esco/occupation/490d0c6f-0dc8-4825-9f17-207749fb1785,key_1505,757f60e1-cc0d-4334-b474-09fd5b906e8f,opravář pokladen/opravářka pokladen,"opravářka pokladen
opravář pokladen","Opraváři pokladen provádějí instalaci, diagnostiku, údržbu a opravy bankomatů. Cestují ke svým klientům, aby mohli poskytovat své služby. Opraváři pokladen používají ruční nástroje a software k odstraňování poruch nesprávně fungujících distributorů peněz.",7421.0,7421.1
http://data.europa.eu/esco/occupation/4910419f-b4af-4f59-b544-9dbebc8a74f0,key_1506,36bd38c0-de70-40c8-9b20-249b4d50c414,elektrikář/elektrikářka,"elektrikářka
elektrikář","Elektrikáři instalují a opravují elektrické obvody a kabelové systémy. Rovněž provádějí montáž a údržbu elektrických zařízení a strojů. Tuto práci lze provádět ve vnitřních i venkovních prostorách, v téměř všech typech zařízení.",7411.0,7411.1
http://data.europa.eu/esco/occupation/491cf76d-eb0d-4f15-90f0-3f5c9b11472a,key_1507,d35b5b4f-a22a-48e2-8363-1c07df254af5,technik  kvality hazardních her/technička kvality hazardních her,"kontrolor kvality hazardních a sázkových her a loterií
kontrolorka kvality hazardních a sázkových her a loterií","Technici kvality hazardních her navrhují a plánují metody pro účely testování hazardních her, loterií nebo sázek. Provádějí jejich testování.
	",2120.0,2120.4
http://data.europa.eu/esco/occupation/49607371-2712-4b0a-8d7c-1b4bc22d9581,key_1508,507d8b74-7a70-4d17-a641-86cf13009d46,manažer distribuce dřeva a stavebních materiálů/manažerka distribuce dřeva a stavebních materiálů,"manažer distribuce dřeva a stavebních materiálů
manažerka distribuce dřeva a stavebních materiálů",Manažeři distribuce dřeva a stavebních materiálů plánují distribuci dřevěných a stavebních materiálů na různá prodejní místa.,1324.0,1324.3.1.6.32
http://data.europa.eu/esco/occupation/49713da4-4e97-4f82-bd1c-16ce7f9179b7,key_1509,d135cf1c-4874-4bc2-a711-5fe0245d564e,odborník na líčení/odbornice na líčení,"odbornice na líčení
vizážista
odborník na líčení
vizážistka","Odborníci na líčení napomáhají umělcům a podporují je před vystoupením, v jeho průběhu i po jeho skončení a při natáčení filmů nebo televizních pořadů, aby bylo zajištěno, že líčení je v souladu s uměleckou vizí režiséra a uměleckého týmu. Vytvářejí představy a charaktery prostřednictvím líčidel a protetiky. Udržují, kontrolují a opravují protetiku a asistují při rychlých změnách. 
 ",5142.0,5142.5
http://data.europa.eu/esco/occupation/4975c4cc-a89f-4ea8-82aa-501258dfb2f9,key_1510,28cce74d-e626-4e73-9d40-0b9ac53b5f95,upisovatel majetkového pojištění/upisovatelka majetkového pojištění,"upisovatelka majetkového pojištění
upisovatel majetkového pojištění",Upisovatel majetkového pojištění posuzuje a určuje riziko a krytí pojištění majetku zákazníka. Analyzují a přezkoumávají politiky pojištění podle právních předpisů.,3321.0,3321.3.1
http://data.europa.eu/esco/occupation/497a65bf-04e5-48ed-939e-2a68419f8144,key_1511,dbfc7832-0ce2-43bd-87df-e7fb7c49c690,enolog/enoložka,"enolog
enoložka
poradce pro víno
poradkyně pro víno","Enologové sledují celý proces výroby vína a dohlížejí na pracovníky ve vinicích. Kontrolují a koordinují výrobu s cílem zajistit kvalitu vína a rovněž poskytují poradenství tím, že určí hodnotu a klasifikaci vyráběných vín.",2145.0,2145.1.7
http://data.europa.eu/esco/occupation/499f80e3-860c-48ef-8286-be929a93e254,key_1512,5f3c005a-1406-477d-a09f-b08e3ec8e98e,someliér/someliérka,"restaurační someliér
someliérka
číšník pro víno
someliér
číšnice pro víno","Someliéři skladují a připravují víno a jiné alkoholické nápoje, poskytují k nim poradenství a servírují je.",5131.0,5131.2.2
http://data.europa.eu/esco/occupation/49b21ca8-04be-4912-a2f7-0170550e18fa,key_1513,53214ab0-fd1b-49a3-afed-d166623a59d0,vazač knih/vazačka knih,"vazačka knih
vazač knih
knihař
knihařka
knihvazačka
knihvazač","Vazači knih obsluhují stroje, které vážou potištěný nebo nepotištěný papír do svazku pomocí spojek, motouzů, lepidla nebo jiných vázacích technologií.",7323.0,7323.1
http://data.europa.eu/esco/occupation/49c3db8c-c586-42d1-9726-f65d8303c0b1,key_1514,940f9f2a-1724-41f9-9b60-cab101bb79cf,lexikograf/lexikografka,"lexikografka
slovníkářka
slovníkář
lexikograf","Lexikografové píší a sestavují obsah slovníků. Rovněž určují, která nová slova jsou běžně používána a měla by být zahrnuta do glosáře.",2643.0,2643.3
http://data.europa.eu/esco/occupation/49ca9fe4-4513-4657-b27f-eaad11e6158a,key_1515,9cb286f8-f9d0-4b32-b0bb-29fc7f8b55ca,ředitel loterijní společnosti/ředitelka loterijní společnosti,"ředitel loterijní společnosti
vedoucí pobočky loterijní společnosti
ředitelka loterijní společnosti","Ředitelé loterijních společností organizují a koordinují činnost loterijní společnosti. Dohlížejí na každodenní provoz a usnadňují komunikaci mezi zaměstnanci a zákazníky. Přezkoumávají loterijní postupy, stanovují výhry, školí zaměstnance a usilují o zlepšení výnosnosti společnosti. Přebírají odpovědnost za veškeré činnosti v oblasti loterií a zajišťují, aby byla dodržována příslušná pravidla a předpisy týkající se loterií.",1431.0,1431.2.4
http://data.europa.eu/esco/occupation/49e28648-4fa8-4b36-ac4d-781c108547bf,key_1516,722a8a64-79ed-404a-b2f9-58208c07c224,dispečer nákladní dopravy/dispečerka nákladní dopravy,"dispečerka nákladní dopravy
dispečer nákladní dopravy","Dispečeři nákladní dopravy přijímají a předávají spolehlivé zprávy, sledují vozidla a zařízení a zaznamenávají další důležité informace. Dohlížejí na plánovací operace při koordinaci různých druhů dopravy. Dispečeři nákladní dopravy strukturují trasy nebo služby nákladní dopravy a určují vhodný způsob dopravy. Jsou rovněž odpovědní za údržbu zařízení a vozidel a vysílání pracovníků. Dispečeři nákladní dopravy poskytují právní a smluvní dokumentaci pro účastníky přepravy.",4323.0,4323.6
http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,key_1517,34098c5b-667a-4b42-b42e-51dedfe7bfa3,chiropraktik/chiropraktička,"osteopatka
chiropraktik
chiropraktička
osteopat","Chiropraktici jsou odpovědní za diagnostiku, léčbu a prevenci poruch souvisejících s neuromuskuloskeletálním systémem a s dopady těchto poruch na obecné zdraví. Jedná se o nezávislé odborníky v oblasti primární zdravotní péče.",2269.0,2269.1
http://data.europa.eu/esco/occupation/49f1e9aa-189b-4417-afaa-373cc4ffeea1,key_1518,3deeaa7c-53d0-4059-b4f6-0aaa0be178e0,obsluha protahovací pece na zpracování skloviny na ploché sklo,obsluha tažného stroje pro výrobu plochého skla,"Obsluha protahovací pece na zpracování skloviny na ploché sklo je odpovědná za nepřetržitou výrobu plochého skla, obsluhuje protahovací pec, která zpracovává roztavené sklo.",8181.0,8181.4
http://data.europa.eu/esco/occupation/4a1125ee-5728-4b1f-b655-7b8eb2e27660,key_1519,170fc600-25e1-4317-bbea-947c94537b98,vedoucí týmu rychlého občerstvení,"manažer týmu rychlého občerstvení
vedoucí týmu fast-foodu
manažerka týmu rychlého občerstvení
vedoucí týmů rychlého občerstvení",Vedoucí týmu rychlého občerstvení řídí provoz v restauraci s rychlou obsluhou.,5246.0,5246.2
http://data.europa.eu/esco/occupation/4a13bafa-a2ac-4864-a278-176ea5969280,key_1520,a1585684-b92b-4c88-a247-bfcca29bb927,technický obchodní zástupce pro železářské zboží a instalatérské a topenářské potřeby/technická obchodní zástupkyně pro železářské zboží a instalatérské a topenářské potřeby,"technický prodejce železářského zboží a instalatérských a topenářských potřeb
technický obchodní zástupce pro železářské zboží a instalatérské a topenářské potřeby
technická prodejkyně železářského zboží a instalatérských a topenářských potřeb
technická obchodní zástupkyně pro železářské zboží a instalatérské a topenářské potřeby",Techničtí obchodní zástupci pro železářské zboží a instalatérské a topenářské potřeby jednají jménem podniků za účelem prodeje zboží a poskytování technického vhledu pro zákazníky.,2433.0,2433.6.3
http://data.europa.eu/esco/occupation/4a1d28b0-eca5-4c0a-a49d-ce974e7d04ce,key_1521,a680b3ad-5981-40c5-a356-80d2c9e3834e,obsluha povrchových brusek,,"Obsluha povrchových brusek nastavuje a obsluhuje stroje na povrchové broušení určené k použití abrazivních procesů s cílem odstranit malé množství přebytečného materiálu a vyhladit kovové obrobky brusným kotoučem nebo mycí bruskou, otáčející se na horizontální nebo vertikální ose.",8122.0,8122.11
http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70,key_1522,3380f2e6-8214-4f84-9017-16855ac0ba12,horník/hornice povrchové těžby,horník povrchové těžby uhlí,"Horníci povrchové těžby provádějí širokou škálu pomocných prací povrchové těžby, které často zahrnují práce náročné na orientaci v prostoru, jako je odčerpávání, snižování prašnosti a přeprava materiálů, včetně písku, kamene a jílu, až do místa výroby.",8111.0,8111.3
http://data.europa.eu/esco/occupation/4a246568-007e-46a8-a151-b98082ed6b50,key_1523,cd06cf30-0c42-4767-9e84-0a37a9cfe531,pracovník na úseku montáže spodku obuvi/pracovnice na úseku montáže spodku obuvi,"pracovnice na úseku spojování spodkových dílců se svrškem
pracovník na úseku montáže spodku obuvi
pracovník na úseku spojování spodkových dílců se svrškem
pracovnice na úseku montáže spodku obuvi","Pracovníci na úseku montáže spodku obuvi připevňují podešve nebo podpatky k obuvi šitím, lepením nebo přibíjením hřebíků. Mohou pracovat s několika stroji, například pro vyzouvání kopyt, zdrsňování, oprašování nebo připevňování podpatků. Obsluhují rovněž různé stroje pro tvorbu všitých nebo lepených vzorů.",8156.0,8156.2.6
