conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,knowledge,transversal,švédština,released,,Švédský jazyk. Švédština je oficiálním a pracovním jazykem EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f030a50-030e-429e-8f50-02186b27f7ea,skill/competence,transversal,rozumět psané černohorštině,released,,Číst psané texty v černohorštině a rozumět jim.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,černohorština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8024130b-1359-485d-b40f-9b31e25d7c17,skill/competence,transversal,rozumět mluvené bengálštině,released,,Rozumět mluvené formě bengálštiny.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengálština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958,skill/competence,transversal,rozumět mluvené korejštině,released,,Rozumět mluvené formě korejštiny.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,korejština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,knowledge,transversal,norština,released,,Norský jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84e1df68-529a-4dbf-9557-5c50de5b27c3,skill/competence,transversal,rozumět psané hindštině,released,,Číst psané texty v hindštině a rozumět jim.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87087740-89b7-4d0c-a3a1-99c573c81b62,skill/competence,transversal,rozumět mluvené maráthštině,released,,Rozumět mluvené formě maráthštiny.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,maráthština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,knowledge,transversal,italština,released,,Italský jazyk. Italština je úředním jazykem EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88778b48-d8dd-4c7e-8154-6f45fab4b0e9,skill/competence,transversal,rozumět mluvené maltštině,released,,Rozumět mluvené maltštině.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,maltština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/894f3286-ae58-4a13-a8ed-9aa7c5c77c18,skill/competence,transversal,ústně komunikovat v romštině,released,,Ústně komunikovat v romštině.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/895b3eab-d1e7-443d-8ba3-745f67462207,skill/competence,transversal,ústně komunikovat v ruštině,released,,Ústně komunikovat v ruštině.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,ruština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,knowledge,transversal,hebrejština,released,,Hebrejský jazyk.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8d09f7c2-d10c-4818-a91d-d2f1b8ec7973,skill/competence,transversal,psát gudžarátsky,released,,Tvořit písemné texty v gudžarátštině.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudžarátština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,knowledge,transversal,velština,released,,Velšský jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e12171c-d2b4-4a79-a3ff-ebe18913cc9f,skill/competence,transversal,rozumět psané kazaštině,released,,Číst a rozumět psaným textům v kazaštině.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazaština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e46288c-025c-4d28-8316-13a21f25f964,skill/competence,transversal,rozumět mluvené srbštině,released,,Rozumět mluvené srbštině.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,srbština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,knowledge,transversal,katalánština,released,,Katalánský jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,knowledge,transversal,romština,released,,Jazyková skupina romských jazyků.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f1efe4e-5f92-43b0-a329-3c17c1460a37,skill/competence,transversal,rozumět psané ázerbájdžánštině,released,,Číst a rozumět psaným textům v ázerbájdžánštině.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,ázerbájdžánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,skill/competence,transversal,irština,released,,Irský jazyk. Irština je úředním a pracovním jazykem EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff32017-9a19-400c-8de5-8a93198864be,skill/competence,transversal,psát maltsky,released,,Tvořit písemné texty v maltštině.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,maltština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91161335-8adf-4567-8fa5-62fb37948664,skill/competence,transversal,psát valonsky,released,,Tvořit písemné texty ve valonštině.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,valonština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,skill/competence,transversal,rozumět psané srbštině,released,,Číst a rozumět psaným textům v srbštině.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,srbština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92ca09cb-e827-4c49-b318-8f540de4debb,skill/competence,transversal,rozumět mluvené hebrejštině,released,,Rozumět mluvené hebrejštině.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebrejština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,skill/competence,transversal,rozumět mluvené bulharštině,released,,Rozumět mluvené bulharštině.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bulharština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96ab25a3-c89b-43ea-833b-26b637c3b6ed,skill/competence,transversal,rozumět psané nizozemštině,released,,Číst a rozumět psaným textům v nizozemštině.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,nizozemština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97ca0f19-c53f-4c38-b983-398345cba227,skill/competence,transversal,psát albánsky,released,,Tvořit písemné texty v albánštině.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98d31888-bb47-4f54-b339-bd0b9c289048,skill/competence,transversal,ústně komunikovat ve slovinštině,released,,Ústně komunikovat ve slovinštině.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,slovinština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99933cd7-7868-4f83-8bb3-d747433159d3,skill/competence,transversal,rozumět mluvené litevštině,released,,Rozumět mluvené litevštině.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,litevština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9996836f-788c-4f04-a792-c831b2e94e2f,skill/competence,transversal,rozumět psané maráthštině,released,,Číst a rozumět psaným textům v maráthštině.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,maráthština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99b3532b-2f47-47f5-b194-708957acf0a8,skill/competence,transversal,rozumět mluvené baskičtině,released,,Rozumět mluvené baskičtině.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baskičtina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282,skill/competence,transversal,ústně komunikovat v řečtině,released,,Ústně komunikovat v řečtině.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,řečtina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,knowledge,transversal,slovinština,released,,Slovinský jazyk. Jedná se o oficiální a pracovní jazyk EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,knowledge,transversal,gudžarátština,released,,Gudžarátský jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bccf172-587b-489b-84b7-5e1c8cc91520,skill/competence,transversal,rozumět psané švédštině,released,,Číst psané texty v švédštině a rozumět jim.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,švédština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce34147-6618-4f1b-bbe3-f46e9aa17211,skill/competence,transversal,ústně komunikovat v limburštině,released,,Ústně komunikovat v limburštině.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limburština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9,skill/competence,transversal,rozumět psané portugalštině,released,,Číst psané texty v portugalštině a rozumět jim.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugalština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1,skill/competence,transversal,psát bengálsky,released,,Sestavit písemné texty v bengálštině.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengálština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13,skill/competence,transversal,rozumět mluvené španělštině,released,,Rozumět ústně vyjádřené španělštině.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,španělština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,knowledge,transversal,islandština,released,,Islandský jazyk.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2358129-ba05-49bb-914f-03420a8be102,skill/competence,transversal,rozumět psané hebrejštině,released,,Číst psané texty v hebrejštině a rozumět jim.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebrejština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28c2024-0fa6-43fd-a848-1a7ec7fe28b0,skill/competence,transversal,rozumět psané albánštině,released,,Číst psané texty v albánštině a rozumět jim.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,knowledge,transversal,baskičtina,released,,Baskický jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3e0c23e-db44-43f5-af4b-7e1b60deb6d8,skill/competence,transversal,rozumět mluvené galicijštině,released,,Rozumět ústně vyjádřené galicijštině.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicijština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a61e9686-7e8f-44ec-967b-d6445f90230b,skill/competence,transversal,rozumět psané galicijštině,released,,Číst psané texty v galicijštině a rozumět jim.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicijština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d,skill/competence,transversal,rozumět mluvené albánštině,released,,Rozumět ústně vyjádřené albánštině.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7e1201f-bc9c-4dd9-aa82-271273f94595,skill/competence,transversal,rozumět psanému jidiš,released,,Číst psané texty v jidiš a rozumět jim.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,jidiš
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a88e4c9e-5a40-4da7-acf1-02e4a9e46da2,skill/competence,transversal,rozumět psané maďarštině,released,,Číst psané texty v maďarštině a rozumět jim.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,maďarština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9170bca-28d9-4bb5-b950-0d0f712d1cd2,skill/competence,transversal,rozumět mluvené dánštině,released,,Rozumět ústně vyjádřené dánštině.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,dánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,knowledge,transversal,bosenština,released,,Bosenský jazyk.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,knowledge,transversal,turečtina,released,,Turecký jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aaf57e19-0d41-4361-8de9-bcd858e3f10d,skill/competence,transversal,psát katalánsky,released,,Sestavit písemné texty v katalánštině.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,katalánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abadaacb-5751-4f52-96b7-c9bbc070f9de,skill/competence,transversal,psát estonsky,released,,Sestavit písemné texty v estonštině.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estonština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,skill/competence,transversal,ústně komunikovat v ázerbájdžánštině,released,,Ústně komunikovat v ázerbájdžánštině.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,ázerbájdžánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,skill/competence,transversal,ústně komunikovat v litevštině,released,,Ústně komunikovat v litevštině.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,litevština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,skill/competence,transversal,rozumět psané rumunštině,released,,Číst psané texty v rumunštině a rozumět jim.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,rumunština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,skill/competence,transversal,rozumět psané arabštině,released,,Číst psaný text v arabštině a rozumět mu.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,skill/competence,transversal,rozumět mluvené arabštině,released,,Rozumět mluvené formě arabštiny.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,knowledge,transversal,gruzínština,released,,Gruzínský jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,skill/competence,transversal,psát hindsky,released,,Tvořit písemné texty v hindštině.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,knowledge,transversal,litevština,released,,Litevský jazyk. Litevština je úředním a pracovním jazykem EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,skill/competence,transversal,ústně komunikovat v italštině,released,,Ústně komunikovat v italštině.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,skill/competence,transversal,psát sardinsky,released,,Tvořit písemné texty v sardinštině.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sardština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,skill/competence,transversal,ústně komunikovat v bihárštině,released,,Ústně komunikovat v bihárštině.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihárština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,skill/competence,transversal,číst čínsky,released,,Tvořit písemné texty v čínštině.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,čínština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,skill/competence,transversal,psát urdsky,released,,Tvořit písemné texty v urdštině.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,urdština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,skill/competence,transversal,rozumět psané norštině,released,,Číst psaný text v norštině a rozumět mu.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,skill/competence,transversal,rozumět mluvené irštině,released,,Rozumět mluvené formě irštiny.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,irština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,skill/competence,transversal,rozumět mluvené gudžarátštině,released,,Rozumět mluvené formě gudžarátštiny.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudžarátština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,skill/competence,transversal,rozumět mluvené javánštině,released,,Rozumět mluvené formě javánštiny.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,javánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,skill/competence,transversal,rozumět mluvené kazaštině,released,,Rozumět mluvené formě kazaštiny.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazaština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,skill/competence,transversal,rozumět mluvené makedonštině,released,,Rozumět mluvené formě makedonštiny.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,makedonština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f,skill/competence,transversal,rozumět psané italštině,released,,Číst a rozumět psaným textům v italštině.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,skill/competence,transversal,ústně komunikovat v katalánštině,released,,Ústně komunikovat v katalánštině.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,katalánština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,skill/competence,transversal,rozumět mluvené řečtině,released,,Rozumět mluvené formě řečtiny.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,řečtina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,knowledge,transversal,urdština,released,,Urdský jazyk.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Jazyky | ovládání jazyků
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758,skill/competence,transversal,rozumět mluvené lotyštině,released,,Rozumět mluvené formě lotyštiny.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,lotyština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdf14dfe-437d-4fb6-95f4-72da1a593384,skill/competence,transversal,ústně komunikovat ve švédštině,released,,Ústně komunikovat ve švédštině.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,švédština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2,skill/competence,transversal,ústně komunikovat v korejštině,released,,Ústně komunikovat v korejštině.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,korejština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,skill/competence,transversal,ústně komunikovat v portugalštině,released,,Ústně komunikovat v portugalštině.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugalština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,knowledge,transversal,vietnamština,released,,Vietnamský jazyk.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,ovládání jazyků | Jazyky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,skill/competence,transversal,ústně komunikovat ve francouzštině,released,,Ústně komunikovat ve francouzštině.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,francouzština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,skill/competence,transversal,ústně komunikovat v estonštině,released,,Ústně komunikovat v estonštině.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estonština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2cc1a0a-356e-4634-bfd8-94c5d84324ba,skill/competence,transversal,ústně komunikovat v berberštině,released,,Ústně komunikovat v berberštině.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c34a8faa-b543-45eb-b088-39baf21c5146,skill/competence,transversal,ústně komunikovat v urdštině,released,,Ústně komunikovat v urdštině.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,urdština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c445a2f0-9f97-432d-a1be-f2b54a53576e,skill/competence,transversal,rozumět mluvené berberštině,released,,Rozumět mluvené formě berberštiny.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c44b765b-76fb-4a16-be7e-9925beee072c,skill/competence,transversal,ústně komunikovat v nizozemštině,released,,Ústně komunikovat v nizozemštině.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,nizozemština
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c551614f-5542-460e-9a86-bfcdf160e230,skill/competence,transversal,ústně komunikovat v telugštině,released,,Ústně komunikovat v telugštině.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugština
